appsname,review,rating
LG Health,Does not record steps any where near accurately.,1
LG Health,LG Health is a good App and i walk outside in our yard alot when iam outside!,5
LG Health,Apps currently broken steps will go up without doing anything accounting for battery drain,1
LG Health,It does not always count steps..phone can be in pocket and it will show nothing,3
LG Health,Best app to track your exercise & reminder to drink water.,5
LG Health,Need improvements alot while comparing with usual brands. User interface is not effective. Pathetic ways,2
LG Health,it use to be accurate but now its saying im riding my bike every time i drive my car!,2
LG Health,Have nothing good to say. Just annoyed at all ads,1
LG Health,Basic app. does not need to open(automatically track). does everything for me though,5
LG Health,"I sat on bed while it said i walked over 480 steps, what would it have said if i had walked? When i used to have this app several months ago it was great now updates terrible.",1
LG Health,bloatware that is constantly crashing in the background processes,1
LG Health,"Could you please fix issue with ""using battery"" after last update? Many thanks",2
LG Health,Does not even let me enter my own weight. It keeps resetting after I enter the third digit. LG phones are the worst. Never going for any lg products ever.,1
LG Health,"sends way too many updates to phone and will not disable that function, all dince after last msin uodate... deleteing this app.!!!",1
LG Health,Great me app for the lazy man's tracking because it really tells you.,4
LG Health,send every time i go to use this app it freezes up or won't open. time for something else,2
LG Health,Worked great but since the latest update it no longer works at all on my LG G7,1
LG Health,No longer counts any steps... I walk to worked this morning and still have 0 steps,1
LG Health,"Bloatware! We shouldn't be forced to have unwanted n unused apps on our devices! As much as the devices cost to buy, we should be able to decide what we do n do NOT want taking up space therein! Just a shameful policy, as is forcing us to give a star for the app in question just post a comment, smh!!",1
LG Health,doesnt accurately count and is always running/using battery in the background,3
LG Health,"This past week i continually get ""Force Close"" notifications for this app. I never even use it.",1
LG Health,does anyone know how to link it with a fitbit? its only accurate if you carry your phone at all times and i cant figure out how to make my fitbit the default app instead.,1
LG Health,very good app. it encourages you take more exercises,4
LG Health,accurate app 👍 it would be helpful to have the possibility of changing first day of the week in settings 🤫,5
LG Health,great app i lost 30 lbs because of this app thank you and im going to lose more!!!,5
Huawei Health,"Not really happy with this app, nor the GT2 pro watch I'm using with it - I get a lot of incorrect data that I cannot edit nor delete (e.g. when I watch TV, it tracks that I'm taking a nap, so it says that I've been sleeping 11-12 hrs a day), which makes it pretty useless for any tracking. I also cannot enter muscle % manually, and I'm not going to buy a new scale just to be able to track it.",2
Huawei Health,"I couldn't do firmware update, weather didn't work. The most important step when installing the Huawei Health application is not to start immediately, but to enter the airplane mode. When the application is launched, they will ask to choose a country, to choose countr, after that, when they go further, they will complain that there is no internet and the application will come out. Restart health and everything will work properly.",5
Huawei Health,"I cannot advance past the Service Region page. No matter what input, it does not advance to the next page. THE APP IS UNSUABLE WHICH THEN MAKES THE WATCH UNSUABLE. Currently using a S9 and Android 10. I tried everything from reinstalling, restarting phone, downloading from AppGallary, downloading HMS core, and updating softeware, yet nothing works.",1
Huawei Health,"Great application but perfectible. I started to use it with my Honor band 5 in early September and was tracking the heart rate and my sleeping data. I appreciated the expanded horizontal view for the heart rate but it is unfortunate that this option is not available for the sleep data. Also, it would be nice to be able to zoom on a specific day by using the month and the week views to end up on the wanted day. These different time views are now independent. This feature should be added.",3
Huawei Health,"Not the best app in the world, but still pretty good. Major issues are the fact the app sometimes doesn't open (It opens, but freezes and then eventually crashes and it can sometimes take several goes before it loads and works), and also when tracking 'Free exercise' on the watch (Honor Band 5), it doesn't show the stats in the 'Exercise' screen in the app. I like how the app looks and the stats it shows after a workout. However, it's not compatible with a majority of other apps.",3
Huawei Health,"great detail for all activities, sleep and monitoring. I have a problem with there not being an option to disable the phone pedometer when you have a wearable device, the steps conflict and uses unnecessary battery life on your phone. also needs to have your location on all the time to get weather information, which isn't the case with any other wearable and weather app",3
Huawei Health,"Good, but could be better. On the whole the app works well and syncs phone and Watch GT2. Improvements would be more customisable goals, and disabling the phone pedometer. Biggest gripe is that my date of birth keeps defaulting back to 1January 1990. I have not been 30 for a long time, and this has a dangerous effect on maximum heart rate when exercising. My DoB is correct in my profile, but it is a nuisance having to keep going to the profile and resetting the app regularly during the day.",4
Huawei Health,"Updating device list fails so my brand new band cannot be added. Also a big fat ZERO on privacy: requires both email and sms/phone number confirmation just for a simple health app. So my initial contact with a Huawei device: cheap copy-cat mess. It will be my last foray into ""affordable flagship like devices"" from Huawei, Honor and the bunch. EDIT: fixed by deleting huawei account, uninstalling app and returning band.",1
Huawei Health,"This app, phone and watch are absolutely rubbish. I've had the phone less than a year. The watch since March 2020. I have had to either the re-start the watch or power it off and back on again multiple times or uninstall and then re-install the app multiple times just get the watch to stay connected which then in turn re-sets all of the goals I am trying to achieve. I definitely would not recommend either to anyone else.",2
Huawei Health,You can't EXPORT GPS files! What?? WHY?! The most BASIC feature for a SPORT WATCH is unavailable! Unbelievable how such a large company could not include something so simple. Other than that it's a pretty good app. The 1* reflects how much of a necessity the ability to export as .gpx or similar is.,1
Huawei Health,"Impressive Sleep Recording! I downloaded this app after I got a Huawei Honor Band 5 off Amazon, and was instructed to manage the band via this app. The app allows for setting multiple alarms, which is helpful for work; the app keeps detailed records of heart rate, oxygen saturation percentage (when you take the measurement yourself), very detailed sleep quality results and all your sleep times... It compiles the data to give you an impressive look at the big picture - & explains everything!",5
Huawei Health,"Terrible app. Does not sync with the device which is working fine, every update affects the smart band which hangs, the sync process takes 10 minutes and does not sync alk the data from the smart band. Spent one hour to get some of it working. It looks like huawei is not able to test applications. I keep the product another week, if this does not get better I send the product back.",1
Huawei Health,"So after having problems with watch GT you finally corrected the software and it worked better. Now I made the mistake of getting the GT2 and wow the heart rate is a joke, just shoots up to 220 BPM and back down to 20 for no reason because I'm sitting down. I reset and I put tight and I did all but clearly it's a software problem. This I my last Huawei product. Btw getting those readings directly for the watch not the phone. But it's the same on the android phone.",1
Huawei Health,"Watch CONSTANTLY disconnecting and doesn't notify you, keep finding out when bluetooth symbol disappears after going into settings. Having to go in to the app, go to devices, reconnect device. Shame... It's got an amazing battery life, probably because it never connected. :( Believe it only has 3 functions, fitness monitor, notifications and clock.",1
Huawei Health,Only one thing i hate about it... why does this app needs to be connected to the internet all the time? You can't use this app without the internet connection! And that's Sucks! I would rate this app a HALF STAR because of this problem that a lot of people are complaining.,1
Huawei Health,Downloaded it for Huawei Watch Fit and it's supposed to track period. However the function requires two other apps which cannot be downloaded from Google Play to work. It's almost like a trap to bait you in to install a bunch of things from Huawei so Huawei can track more of your data lol. It lacks the robustness.,2
Huawei Health,"Needs a bit of smoothing out. Despite I'm running the latest version and my GT 2 Pro has also been updated to the latest firmware, there's no toggle switch to enable continuous SPO2 measurements... In mid-2018 I had the original GT watch. Using the app today after more than 2 years, it hasn't changed that much from what I remember.",3
Huawei Health,"Rest is fine but one is the biggest problem, is there no support for band 4 directly, you have to update list of supportive device, then only we can use the app, for the smart band 4, and still I'm not be able to update the list of supportive device on the oppo f9, I hope to see the new update that's supports band 4 directly ASAP",2
Huawei Health,"For some reason every time I try to put my height in, the app defaults back to 13'9"" - needless to say I am not that tall. It also keeps changing my weight after I try to set it - I do not know how to fix this, but other aspects of the app do seem to work well so far.",3
Huawei Health,i think its one of the best fitness apps...i've used mi fit google fit and some other apps to but so far I've felt the is one of the best.The previous apps that i used deprived of some feature or the other. The Huawei health app not only has the maximum features but has the best accuracy and is efficiently compatible with my Honor band 5i.,5
Huawei Health,After receiving some notifications I can not get any notification on my huawei watch gt2 though it is connected with my phone. I tried many steps as directed in the app in FAQ saction but the problem is not solved. I get notification only after reinstall the app and connect the watch again. But it is not possible to uninstall and reinstall again and again. Please solve the problem.,3
Huawei Health,"Overall fairly good. It would be nice if you could customize the features on the exercise choses. And GPS map for running, haven't met a jogger yet that didn't know where they were going . Still use wahoo as their layout for me really works. Don't use this app for real time data just upload later from the watch which is excellent.",3
Huawei Health,"I have GT Watch for 2 year's with no problem at all. The last 2 weeks just about the summer time has changed, nothing works. I saw tons of videos how to connect my gt with my Samsung Galaxy note 9 and I still cannot connect it either to my phone or through the health app. I reset it and downloaded the app more than 50 times and still nothing. Can the service Huawei team help me ,please? Thanks",5
Huawei Health,Using a mate 20 Pro with gt2. Device list won't update past 11% then crashes. I can't get past add a device after that it just black screens. I've tried clearing the cache/app data and uninstalling then reinstalling the app. The one time I got it to skip past looking for new devices and set up the watch I went to sleep it unpaired from my watch and wouldn't pair again. Good watch terrible app full of bugs. You would think if it would work on any device it would be on they're own products.,1
Huawei Health,"""Unable to login due to network error. Please try again later."" AGAIN AND AGAIN AND AGAIN AND AGAIN AND AGAIN! I have emailed in to ask for advice, but have not had a reply. Cannot login, so cannot see what my step counter device is tracking.",1
Huawei Health,"Several issues after the recent update on my Honor Magic Watch 2 46mm. 1. Not all notifications are displayed, even when all app notifications are enabled on the health app. 2. Sound Volume on the watch has dropped while making and receiving calls. Inbuilt music works fine. 3. Call logs aren't showing on the watch. 4. Battery on the watch lasts just for 7 days, even when the GPS is turned off.",1
Huawei Health,Sometimes app do not sync with watch. I need my data back. I use to do 10-15K for Oct 2020. All of a sudden I could not see 10k being tracked. I could not contact customer service as there seems to be no hotline or whatsapp help. Example: I was about 7500steps until 11.30pm and I ran 2.36kms which is more than 3000 steps for sure and that did not sync to health app. This is totally frustrating.looks like a bug. I need it to be fixed. Calories also did not sync properly.,1
Huawei Health,Does not work in Canada for hauwei smart scale CH18. Very disappointed. Lots of features available in other countries are not available in Canada. No way to backup sleep or heart data either. This would be an easy fix for the developers as it works for other regions. No watch face selector.,1
Huawei Health,"There's 3 issue i face 1. Sometime calories count jump by around 250kcal after motorcycle ride. 2. Dialy calorie graph are inaccurate. Sum of each bar in each hour of the day is only around 50% of total daily calorie burned. 3. Sometime calorie on app vs huawei watch fit are not the same. Even after sync. Otherwise it's the best app. Please developer, fix them .",4
Huawei Health,"Dear HUAWEI HEALTH, Two days ago I sent my review about a problem using my GT 2-E4B watch and the HUAWEI HEALTH application. Under ""steps"" counting, the ""achievements"" section would not update the counting thus the comparison to other users is unavailable. I did not receive any response from you till now BUT strangely, following app update of today(15th Nov 2020), the ""achievements"" simply disappeared...what is going on guys??",5
Huawei Health,"I the Huawei T3 with a fossil smartwatch. I don't get all the features and sometimes the watch disconnects from the phone, but overall the phone is it really good and I just use my phone when I want to track my exercise. No sense having too much technology unless it does something other then what the phone does. All in all I'm completely happy",5
Huawei Health,"It would be nice to be able to save one or two custom timers on watch gt2 and magic watch 2. Also, adding V2OMax to cycling exercises would be very helpful. Weather forcast should work with only watch GPS truned on, but it works only when phone location is turned on. There should be option to add location manually. All watch faces should allow you to choose which information to show in the available fileds, like heart rate, stress level.",3
Huawei Health,I would really appreciate an easy way to export the data in a standard file format like csv or xml or gpx in case of tracks. Transfer of tracks from the GT2 watch to this app is very scetchy. The watch appears to register gps signals ok but only a small part of these data gdts transferred to the app. As many others i would like to be able to deselect step counting devices e.g. when carryimg both a watch and a phone. What is really ennoying is that max heart rate is consistently reset to 190,1
Huawei Health,I purchased the gt2 pro for the update on Spo2 continuous monitoring. The firmware has been updated to 10.1.2.52 and others have posted about the toggle to do so. My app does not support this. I am hoping that this could be regional or there would be a fix to enable in the app. Thanks.,2
Huawei Health,"Very Poor app and watch experience coming from Garmin. I REALLY regret going backwards to Huewel. I now have my time wasted to sell and migrate back, the watch features could be good, if you could export data to a useable app I would probably still keep the system. Happy with the way the watch looks like overall EXTREMELY DISSAPPONTED about everything else. UPDATE I've now bought a Garmin and once it arrives life will soon be good again",1
Huawei Health,requires permissions and access to cellphone infra it should not similar to what viruses do. it forces user to create an account and does not support unauthenticated use for something that should not be more than personal firness tracking. It does not allow me to remove it on my phone.,1
Huawei Health,"I bought a gt2e ft o use with my Discovery vitality. The watch sync with the Huawei Health, but health does not sync with vitality. Looks like a major problem and no solution from either Huawei or Discovery. Losing points and rewards because I listened to the sales lady and didn't buy a Garmin. I need a solution soon or returning the watch as it does not fulfill the purpose it was bought for.",2
Huawei Health,"Please for the love of everything holy, fix the notifications issue! I've restarted my phone, uninstalled the app, installed the app, disconnected my watch, connected my watch, nothing pushes notifications to my watch! Handled settings on the app, nothing. Handled settings on my phone, NOTHING! Nothing seems to work in regards to notifications. It works for the fitness and everything else but seriously, the notifications issue is a HUGE problem. Please look into it and fix it. Thanks!",2
Huawei Health,"from 2-3 weeks at least the app is unable to sync to Google fit, so it's partially unusefull. in particular the heart rate (HRM) graphs are totally striped out, and some time does not send short workout (f.e. 15 mins cycling) ... so also the very good honor band products lost their goodness. it could be better to choose polar ones. it's a pity.",2
Huawei Health,"Hi Huawei team, Good app, works well with Huawei watch fit. Will be more enjoyable if we can add customized Personal Challenges based on Running distance, Walking steps, etc. Can even more enjoyable to send Challenges invite based on customized challenges. Hope to have these options in future updates. Thanks.",4
Huawei Health,"Useless app. Doesnot have Honor band 5 in the list of devices to be paired. Whenever you click to update the list, it says no internet vonnection although my laptop, phone and other devices are running on the same wifi. Waste of money to buy a device when the app support is so poor",1
Huawei Health,"Still there's no option to chose the source of step count, the app automatically merges data from phone and the band. This is extremely inaccurate! Tons of people complain about this missing feature for YEARS! This could be fixed easily, yet Huawei still don't care about the feedback of their customers. Shame on you! Guess what? Never gonna spend money on Huawei products because of 0 customer support.",1
Huawei Health,"Terrible bugs in step counting and activity tracking make this app utterly useless (e.g., all statistics and report features become irrelevant). The app shows that I ran 0.1km for 30 minutes, or that I took over 265,000 steps (over 200km) today. While actually, I went for a 5k run and drove max 10km today, so it's not even about counting steps while driving (which it also occasionally does). All in all, while the OS on the band itself works perfectly, this phone app ruins the whole experience.",2
Huawei Health,"It's still got a few bugs....which need fixing. The step count on the app activity tracker shows different figures to what's on the device, as it is with sleep. Exercise tracker for Treadmill showed me 800 steps after walking for over an hour. I don't know how accurate the app is or the device too.",3
Huawei Health,I have loved this in the past but now it won't let me update the watch list to reconnect. I just bought a new phone and now its daylight savings time. I have a 5 and it will only show me up to 3. Won't update list of watches so my watch is now an hour fast and I can't fix it....,1
Huawei Health,"In Honor Band 5, heart rate limit and maximum heart rate cannot function properly after it is set. Always returns to the default, which is 190. Please fix it. - I wish, i can auto pause exercise, when I'm not moving. Just like Strava, there is an auto pause.",2
Huawei Health,"Horrible time display. When looking for time in the middle of the night burns your retina. The toggle screen always seems on the wrong type (I only walk and swim. I don't want to toggle through useless types). Exercise update voice in horrible American male voice and accent. Otherwise ok except for useless list of models when pairing being that wearable does not have it printed (""is it 2b? Pro? Xyz ? Couldn't it just show the one it's near?)",1
Huawei Health,"It used to be a good app, not sure after the new update or what, I have stopped getting the notifications, in my magic watch2, it's enabled in the app, also followed all the suggested paths in the phone too, permissions enabled, still I don't get any notification.",3
Huawei Health,"I bought this thinking i could use this for open water swimming. Far from efficient, as i couldnt close the app after i finished. Would have been great to have been able to tell the actual water temp too. Also the sleep function is ineffective.",2
Huawei Health,"Not much user friendly to use, Bluetooth does not auto connect, it does not shows in scan,device name is not shown in bluetooth scan list but still it connect ,I guess that's a bug to be solved,Cannot see data in app offline you need to manually connect even if its paired .App does not open offline.Most of the Honor watch ES features are not shown in app,require to update features,Need lot of improvement as compared to other Health apps.After that it can be eligible for 5 star rating",2
Huawei Health,App is broken. For the amount you pay for the watch I expect a functioning app. It will not let me use metric values... weight and height will not save and reset to silly values. I'm forced to use imperial and even then it is hit or miss to get it to save! Had to try several times. Dissapointing as watch uses hight and weight data to calculate estimated calorie burn and BMI ... So it's imperative your hight and weight are correct.,1
Huawei Health,"Absolute farce. Just bought a Huawei Watch Fit, tried to pair and it's not even on the list of supported watches. App advised me to update it but it won't update, constantly says no network connection which is nonsense - if I had no connection I wouldn't be writing this.",1
Huawei Health,"I'm using this with Honor Band 5,More customisation required in the app like heart rating only continuous available but it has to more options like every half an hour like so & some features ike SPO2 only we can access manually through Band but no option in the app which is very bad So app need to be more customised like Mi fit App please update",3
Huawei Health,"I just explored this app. And one of the most basic starting settings is not there. Height!! You can ad your wheight, but no other physical detail. So basically this whole app serves no real purpose. Wheight and height are directly related to eachother to determine one important health factor nl. your BMI. So you can add you're 105kg. But the app doesn't keep record to know if you're a short fat guy in need of more activity or a skinny 2m high that needs to eat more carbs.",1
Huawei Health,"Edit: clearing the cache seemed to help the syncing problems. It's buried somewhere in the menus. _____________ Recently have been having major syncing problems — very slow, gets to 99% then fails. Can't edit sleep records when the tracker messed it up, or if I slept without it on. Step count seems off.",2
Huawei Health,"I'm using Huawei GT2e watch.... All over app is good but I found that data is inconsistent in heart rate zone when compared with the watch. For Example watch shows I'm in aerobic zone for 2 minutes, whereas app shows less than a minute in the same workout.",4
Huawei Health,"Phone works better as per original app. Update ruins its entire performance. Bluetooth calling not working, no connectivity with stress and heart rate monitor. Overall, latest update ruined magicwatch 2. I realised the bug in software after installing in another mobile.",1
Huawei Health,It's very easy to use I can get in track of my sleep and stress level throughout the day and the week the month event year. The problem is I can't start workout without using the phone and through the internet using data in my SIM. I prefer pressing long and the workout start. Or an option in the watch to start the workout. Running or walking or cycling... then when the workout is finished the data from the watch can uploaded to the phone.,4
Huawei Health,"So far I can't complain about this app, I'm using it everyday and everything is working perfectly. Few times I had some problems with my smart watch and the GPS but above that I highly recommend it!!",5
Huawei Health,"Works all right. Location needed to connect to my wearable Bluetooth device is a bit too much for me. Also doesn't count my ""outdoor walks"" when I push a stroller. The distance is measured but because it's not registering most of my steps (hand is fairly motionless on the handlebar of the stroller) it says data is abnormal (I assume it's the stride-length of more than 2m because of many unregistered steps).",2
Huawei Health,"Updated 21-11-2020 So surprised to find this app works again! I really like the TrueSleep technology. Under CoVid-19 it is very important to keep our body in good shape so the Workout is really useful. Glad that new exercises have been added too. Keep up, Huawei 👍🏻!",5
Huawei Health,"The watch itself works fine, but the turn of the year has made sleep tracking impossible. The watch shows you how much you have slept, but the app doesn't sync it. Few times it has deleted all sleep data from the watch while trying to sync. Oct 2020 edit: The app is still quite fickle when it comes to sleep tracking but it has improved a little.",2
Huawei Health,The app is good without the step count feature. It counts my phone steps source. And when i travel they collect extra step count from mobile. Need to separate this from app. Please update this. If i use my band or watch and i did not get proper data than why should i use this? This is totally useless. You should stop the step count from phone. Otherwise i will stop wearing the fitness band. Thanks.,2
Huawei Health,"Why do you need GPS to connect Bluetooth device ? Most probably you're trying to spy on us. It doesn't let you connect your band if you don't allow location permission. It also asks for phone, call, contacts, notifications access permission even if I turn off all the features like caller ID or notification reminder. This app should be removed from Play Store for asking too much permissions, I know these are required, but why keep asking for it if I don't use it ? Better use your band standalone",1
Huawei Health,"In general it's a solid app, but every time I open the running plans menu there's instability and constant crashing, often persisting even through reboots and only going away after some time. This makes a key feature practically unusable.",3
Huawei Health,"Connect to this app and there is nothing to do with this app, no text message, no face app tap or option to download another faceapp for the watch. Pretty much useless other than just to update the software. I wish maybe in the future this app could access to phone photos, voice to text and many features.",1
Huawei Health,"I don't have the ""discovery"" button: it appears first time you install (or reinstall) the app, and when opening the app a second time it disappears forever, as with other features. Looks like i'm missing experiences, community and challenges just because i don't have a Huawei phone but just the band. Nice marketing move? Well I'm not supporting it.",1
Huawei Health,"The app has been updated now, but altitude is way off... I could have done maybe 500m, but shows over 6000. But it is improvement, at least I havent got in a -200m now.. also, it would bw good to have average every kilometer, not 5.",3
Huawei Health,"This app is awesome.....it helped me connect to my smart watch. But there is an issue. The notification, the gmail one. In my phone my Papa also signed in the gmail. So it also shows the hundred different messages that appear for him....so I would like it if we were able to choose which account we want the notification to come from......but otherwise is ok.....",4
Huawei Health,I am facing the following issues now with honor band 5. Device does not auto reconnect with bluetooth. Device is not shown in the paired device list. I have to manually setup and pair sevice everytime the connection is lost. Device is also not displayed in the Available list. I am using Note 9 pro max device.,2
Huawei Health,"I would have given a 5 star rating but for these few annoying issues. I'm using the honor watch GT 2, the watch it self was working great until the last firmware update ruined the GPS locking. Earlier it used lock to a GPS signal early and would keep a steady connection but now it takes too long and also doesn't keep a steady lock. Also, the step counting is not very accurate as it also adds the steps data from the phone and duplicates the steps when used together. Other issue I have observed is that there is no real time/automatic sync with Google FIT. Need to manually sync every time. Last but not the least, Heart rate data is not shared with Google Fit for some strange reason. Amazfit devices share all the data with Google Fit and the sync is automatic. Please fix these annoying issues and I'll update the rating to 5*. Thanks.",3
Huawei Health,"Thanks to Team. Great achievement. Just used 3 days before and looks everything is fine going. I have seen minor problems of syncing to the mobile device on real time, which is lacking, watch face is displaying some value and the mobile device. Other than each feature is very well developed with extreme care to match with the exact value that I have tested with professional medical devices. SpO2 is not bad, stress test is also very near. Is it possible to keep any watch face on Standby mode?",5
Huawei Health,The app looks good but there are a lot of wrong things on it like it works only online and it doesn't reconnect automatically with the watch and also sometimes it can't connect at all and you have to unpair the watch to connect again.,3
Huawei Health,I am using Magicwatch 2. Couple of days back watch got updated. Now the watch take more time to detect GPS in outdoors. Please fix the issue. Nice application. Please provide more analog based watch faces. Still facing GPS connection issues in outside activities. Please also add female voice in the smart companion. Need a time schedule for RAISE TO WAKE feature like other apps provides.,4
Huawei Health,"It's ok but there are a couple of things I would like. Can you change the annoying American voice in the running app. Can I change the distance to miles in the running app? Overall,. I think it's better than the Samsung equivalent app. Update,. Have changed the km to Miles. I am a biff!",4
Huawei Health,CANNOT CHANGE WATCH FACES?!! Causes HUGE battery drain on vivo nex 3. unacceptable. Why does this run so much in background? Samsung apps or Google watch apps don't cause so much battery drain. Also- WHY DO YOU NEED LOCATION ACCESS ALL THE TIME? spying piece of grabage!,1
Huawei Health,"Its good. Need some improvements like Lift wrist to view should give option of schedule so that at night, it will not glow as and when one is moving his hand while sleeping. This option is available in ""Mi Fit"". One should be able to share Photo with route map like ""Sports Tracker"". Should have ""Auto Pause/Resume"" options.",2
Huawei Health,"Paired with Huawei Watch Fit. I cannot install watch faces, it keeps on failed after the installation process. And also I cannot find where is the ""answer the phone call"" option? Also why we have to turn on the location service in order to run the apps?? I understand this may be caused of the development stage of this device, but please fix this asap to enhance our excitement in using this device.",2
Huawei Health,The app seamlessly gets connected and has a vast information on fitness. When I see the watcj faces section it shows in Chinese language and not in English. also it doesn't load many times. any idea how can this be solved?,4
Huawei Health,"The sleep and activity trackers work well, but there should be a calorie counter and food input aspect to the app. Really disappointed I had to download another app and I can't sync my daily total of calories consumed and burned!",3
Huawei Health,"Can't connect to my watch, a few days ago I updated the watch system and since then I can't connect to the watch, I can't find the watch in the app and the list update doesn't work. Tried to get in touch with the developer and no response",1
Huawei Health,"Not really commensurate to the trends of the fitness community. No features like sharing your activities with friends or adding and inviting other like-minded people, which is what other apps offer and seems to be the most attractive feature there is to offer. I don't really use it for running, the only best feature is counting my steps, which is great for monitoring my NEAT and avoid sedentary lifestyle. I use the auto detect feature for my runs, but it sometimes doesn't detect my runs nor sync",3
Huawei Health,"I use this app with my huawei band, it records sleep quality, heart rate, and excercise. In geberal, it works very well. The user interface is neat and easy to get around, information provided is thorough.",5
Huawei Health,Since the last update is almost impossible to track my sleep. The data is wrong and I think I lost the info from several days already. I see the amount of hours in my band but if I want the detail in the app... IMPOSSIBLE.,1
Huawei Health,"Well the app has given me good stats and information and pointed me to things I can improve in my whole life. Everything works great, I've paired it up with the Honor GS pro and all the information is kept there, then transferred over when I sync it in the morning. Can see my sleep patterns and if I had slept too much or too little and tips how to fix it.",5
Huawei Health,"Everything works fine except text messages notifications, spend a lot of time time trying to fix that, but I guess is that app or watch problem because everything works except text messages. Probably return my watch for refund",2
Huawei Health,Very good application. But please give an option to delete pre installed watch faces or provide more space for watch faces because there are some which I dont want and I have to delete the ones which I like to install new ones . please fix this,4
Huawei Health,"App has been throwing all wrong data and has multiple flaws. 1) for a activity, with all parameters being same the calorie count has gone down to half. 2) App is picking cycling distance and showing that in foot steps count. 3) cycling link shows approx 400 cal, main page shows double of that ? Whole app has gone haywire",1
Huawei Health,Wow! It's a great app for your tracking device and even I can change the faces in my Huawei Band 4. I put a four star because no updates come so in this update for all tracking devices it needs a lock screen but with just the regular old swipe lock and also please add a new feature of making our own custom watch faces. Then this will be rated a 5 star app please do the suitable changes.,5
Huawei Health,"Since doing an update in October my heart rate has been jumping to 135 at random points in a day, this is also happening on my husbands device, never any higher....... very strange, needs fixing, or no point in using",2
Huawei Health,App on Android won't remember my height & weight. And you have to create a Chinese-location Huawei account to change watchfaces. Not interested in workarounds to use features I technically paid for; I guess the tracker (Honor 5i) is being returned.,1
Huawei Health,"Terrible app, won't update devices due to network error, there is nothing wrong with my network connection. As a result I can't use my new smart watch so I'll have to return it, buy a better brand like garmin /samsung",1
Huawei Health,"Good app but buggy. Issues that have been going on a long time have not been fixed. I also think crazy that I can't install it on my Huawei tablet , incompatible apparently!",3
Huawei Health,It also combines phone step counts along with band. So each step is counted twice and hence the result is not accurate which completely ruins the app. Please fix this as it's of utmost importance.,1
Huawei Health,"My sleep data sync kept stopping at 77%.It finally worked out after I did this: 1-Unpair the bluetooth between your phone & band. On your phone make sure to 'forget' the band name at bluetooth 2-Log out from Huwaei Health App, unistal then instal the App. Log in to App and go to 'Add device', select your band type/generation to be added to the App. This step is necessary because after uninstalling the listing will be erased 3-Pair band and phone via bluetooth. Sleep data should sync properly now",3
Huawei Health,"Will Huawei Health App ever fix the weight and height issue of it changing to some random data and then to alter the calorie burnt in the process when trying to input the correct data makes it impossible to keep track of any resemblance of accurate stats. It is a joke it hasn't yet been fixed. An 8 mile walk ended up with 20,000 calories burnt after I tried to input my correct stats. Grrrrr",1
Huawei Health,"App interface is not catchy, not too much data in proper presentation, should add animations, video, new features, daily new look, reminders, to do list, integrate with Amazon music, you tube etc. Watch should have different animation, video play, prayer times, to do list, reply to notification, dialpad",2
Huawei Health,Love the watch but why is it that we can't choose more options in canada?! Like watchfaces in the app?! And i can't pair my wireless earphones and cannot change song from my phone with the watch and thats only here in canada. Fix it please,3
Huawei Health,"When paired huawei watch gt2e with app, the step counter shows triple, quadruple amounts compared to reality. Huawei fails to fix issue for over a year, repeating the same message - we told technical team, we don't know anything. Complete disregard of customers, and a disappointment. I feel cheated.",1
Huawei Health,App doesnt always work smoothly on android phone. Was kind of a nightmare and thought i was going to have to return my band because it app would not update the band list even though it updated the watch list finally after install and unistall over and over again i was able to update list and find my product to activate luckily,3
Huawei Health,"Solid app, updates really add value. Wish I could customize the alarm. Different sound or (custom) vibration only. Watchfaces load slow and are shown double in overview. Not a big fan of the color scheme, but all in all I consider this one of the better health tracking apps at the moment.",4
Huawei Health,"Decent app, but they need to fix the inaccurate step count caused by having multiple sources. The simple fix would be an option to turn off the phone as a source and just use the watches data. Ugly 'heart' icon in top menu too - please make the colour customisable.",3
Huawei Health,"Now moved to 2 stars as it tracked sleep for about a week and then stopped working again. Pretty rubbish. Was working wonderful. But no sleep tracking since the 9th September 2020 Reinstalled the app and it re synced, but still no sleep update. Now over a moth later and the watch is showing how much sleep but not the app. Please fix this",2
Huawei Health,Need to fix profile. Everytime I open my app I have to enter correct height and weight. Everytime. Also why is it for USA and Canada we don't have a watch gallery on the app and only on the watch itself? You're a huge company and yet you can't give us the best of what other countries have. You can do it.,3
Huawei Health,I bought a gt2 watch and it's really nice work great with the application but what I lack in the application is that you can't add another workout type just walk or run. On watch I got options like rowing and such but not in the application.,4
Huawei Health,"en using this ever since i got my huawei fitness watch. Very easy to understand and no problems so far for over a year. The only thing that does bug me is that it has trouble syncing with Google Fit. Probably a bug on both companies, so i have to remind myself to manually input my records in google.",5
Huawei Health,"The app is fine but there are a couple of sync issues with the band: Doesn't seem to work with Amazon Music. And the new weather update feature, doesn't sync properly with the band",4
Huawei Health,"Pairing keep on failing recently for this. Honor band 5i. Keep on asking to restart the band and restart the bluetooth. But, no use of anything. Band is of no use if it fails to connect.",1
Huawei Health,Glitchy and unfinished. Can't set weight or height due to it saving random numbers. Often putting me at 13 ft 6 inches tall when I save it as 5 foot 6. This skews all my results making the tracking pointless.,1
